Time,Vazao
2024-12-07 03:15:00,250.000000
2024-12-07 03:30:00,238.000000
2024-12-07 03:45:00,241.000000
2024-12-07 04:00:00,250.000000
2024-12-07 04:15:00,255.000000
2024-12-07 04:30:00,262.000000
2024-12-07 04:45:00,271.000000
2024-12-07 05:00:00,282.000000
2024-12-07 05:15:00,293.000000
2024-12-07 05:30:00,291.000000
2024-12-07 05:45:00,294.000000
2024-12-07 06:00:00,292.000000
2024-12-07 06:15:00,294.000000
2024-12-07 06:30:00,327.000000
2024-12-07 06:45:00,340.000000
2024-12-07 07:00:00,331.000000
2024-12-07 07:15:00,335.000000
2024-12-07 07:30:00,357.000000
2024-12-07 07:45:00,357.000000
2024-12-07 08:00:00,359.000000
2024-12-07 08:15:00,359.000000
2024-12-07 08:30:00,353.000000
2024-12-07 08:45:00,358.000000
2024-12-07 09:00:00,355.000000
2024-12-07 09:15:00,351.000000
2024-12-07 09:30:00,336.000000
2024-12-07 09:45:00,332.000000
2024-12-07 10:00:00,347.000000
2024-12-07 10:15:00,332.000000
2024-12-07 10:30:00,339.000000
2024-12-07 10:45:00,333.000000
2024-12-07 11:00:00,306.000000
2024-12-07 11:15:00,296.000000
2024-12-07 11:30:00,301.000000
2024-12-07 11:45:00,321.000000
2024-12-07 12:00:00,320.000000
2024-12-07 12:15:00,280.000000
2024-12-07 12:30:00,314.000000
2024-12-07 12:45:00,303.000000
2024-12-07 13:00:00,277.000000
2024-12-07 13:15:00,267.000000
2024-12-07 13:30:00,246.000000
2024-12-07 13:45:00,235.000000
2024-12-07 14:00:00,236.000000
2024-12-07 14:15:00,221.000000
2024-12-07 14:30:00,252.000000
2024-12-07 14:45:00,252.000000
2024-12-07 15:00:00,188.000000
2024-12-07 15:15:00,175.000000
2024-12-07 15:30:00,174.000000
2024-12-07 15:45:00,163.000000
2024-12-07 16:00:00,146.000000
2024-12-07 16:15:00,165.000000
2024-12-07 16:30:00,175.000000
2024-12-07 16:45:00,213.000000
2024-12-07 17:00:00,229.000000
2024-12-07 17:15:00,248.000000
2024-12-07 17:30:00,253.000000
2024-12-07 17:45:00,265.000000
2024-12-07 18:00:00,250.000000
2024-12-07 18:15:00,244.000000
2024-12-07 18:30:00,230.000000
2024-12-07 18:45:00,215.000000
2024-12-07 19:00:00,212.000000
2024-12-07 19:15:00,236.000000
2024-12-07 19:30:00,220.000000
2024-12-07 19:45:00,251.000000
2024-12-07 20:00:00,230.000000
2024-12-07 20:15:00,231.000000
2024-12-07 20:30:00,220.000000
2024-12-07 20:45:00,217.000000
2024-12-07 21:00:00,236.000000
2024-12-07 21:15:00,241.000000
2024-12-07 21:30:00,226.000000
2024-12-07 21:45:00,221.000000
2024-12-07 22:00:00,227.000000
2024-12-07 22:15:00,234.000000
2024-12-07 22:30:00,237.000000
2024-12-07 22:45:00,228.000000
2024-12-07 23:00:00,218.000000
2024-12-07 23:15:00,227.000000
2024-12-07 23:30:00,228.000000
2024-12-07 23:45:00,231.000000
2024-12-08 00:00:00,246.000000
2024-12-08 00:15:00,266.000000
2024-12-08 00:30:00,277.000000
2024-12-08 00:45:00,285.000000
2024-12-08 01:00:00,292.000000
2024-12-08 01:15:00,302.000000
2024-12-08 01:30:00,290.000000
2024-12-08 01:45:00,289.000000
2024-12-08 02:00:00,289.000000
2024-12-08 02:15:00,288.000000
2024-12-08 02:30:00,295.000000
2024-12-08 02:45:00,287.000000
2024-12-08 03:00:00,295.000000
2024-12-08 03:15:00,289.000000
2024-12-08 03:30:00,258.000000
2024-12-08 03:45:00,253.000000
2024-12-08 04:00:00,243.000000
2024-12-08 04:15:00,231.000000
2024-12-08 04:30:00,209.000000
2024-12-08 04:45:00,193.000000
2024-12-08 05:00:00,172.000000
2024-12-08 05:15:00,180.000000
2024-12-08 05:30:00,167.000000
2024-12-08 05:45:00,176.000000
2024-12-08 06:00:00,187.000000
2024-12-08 06:15:00,197.000000
2024-12-08 06:30:00,218.000000
2024-12-08 06:45:00,251.000000
2024-12-08 07:00:00,221.000000
2024-12-08 07:15:00,232.000000
2024-12-08 07:30:00,240.000000
2024-12-08 07:45:00,274.000000
2024-12-08 08:00:00,296.000000
2024-12-08 08:15:00,245.000000
2024-12-08 08:30:00,278.000000
2024-12-08 08:45:00,236.000000
2024-12-08 09:00:00,231.000000
2024-12-08 09:15:00,227.000000
2024-12-08 09:30:00,225.000000
2024-12-08 09:45:00,193.000000
2024-12-08 10:00:00,205.000000
2024-12-08 10:15:00,180.000000
2024-12-08 10:30:00,157.000000
2024-12-08 10:45:00,139.000000
2024-12-08 11:00:00,172.000000
2024-12-08 11:15:00,109.000000
2024-12-08 11:30:00,183.000000
2024-12-08 11:45:00,174.000000
2024-12-08 12:00:00,174.000000
2024-12-08 12:15:00,196.000000
2024-12-08 12:30:00,201.000000
2024-12-08 12:45:00,213.000000
2024-12-08 13:00:00,227.000000
2024-12-08 13:15:00,200.000000
2024-12-08 13:30:00,207.000000
2024-12-08 13:45:00,189.000000
2024-12-08 14:00:00,208.000000
2024-12-08 14:15:00,230.000000
2024-12-08 14:30:00,188.000000
2024-12-08 14:45:00,236.000000
2024-12-08 15:00:00,243.000000
2024-12-08 15:15:00,231.000000
2024-12-08 15:30:00,223.000000
2024-12-08 15:45:00,205.000000
2024-12-08 16:00:00,230.000000
2024-12-08 16:15:00,252.000000
2024-12-08 16:30:00,262.000000
2024-12-08 16:45:00,260.000000
2024-12-08 17:00:00,261.000000
2024-12-08 17:15:00,240.000000
2024-12-08 17:30:00,239.000000
2024-12-08 17:45:00,210.000000
2024-12-08 18:00:00,214.000000
2024-12-08 18:15:00,196.000000
2024-12-08 18:30:00,207.000000
2024-12-08 18:45:00,228.000000
2024-12-08 19:00:00,262.000000
2024-12-08 19:15:00,268.000000
2024-12-08 19:30:00,273.000000
2024-12-08 19:45:00,292.000000
2024-12-08 20:00:00,310.000000
2024-12-08 20:15:00,332.000000
2024-12-08 20:30:00,336.000000
2024-12-08 20:45:00,339.000000
2024-12-08 21:00:00,355.000000
2024-12-08 21:15:00,358.000000
2024-12-08 21:30:00,359.000000
2024-12-08 21:45:00,359.000000
2024-12-08 22:00:00,358.000000
2024-12-08 22:15:00,357.000000
2024-12-08 22:30:00,358.000000
2024-12-08 22:45:00,359.000000
2024-12-08 23:00:00,358.000000
2024-12-08 23:15:00,358.000000
2024-12-08 23:30:00,359.000000
2024-12-08 23:45:00,358.000000
