Time;Vazao
03/12/2024 20:15	292 m3/h
03/12/2024 20:30	309 m3/h
03/12/2024 20:45	283 m3/h
03/12/2024 21:00	281 m3/h
03/12/2024 21:15	282 m3/h
03/12/2024 21:30	285 m3/h
03/12/2024 21:45	248 m3/h
03/12/2024 22:00	251 m3/h
03/12/2024 22:15	258 m3/h
03/12/2024 22:30	262 m3/h
03/12/2024 22:45	263 m3/h
03/12/2024 23:00	264 m3/h
03/12/2024 23:15	270 m3/h
03/12/2024 23:30	278 m3/h
03/12/2024 23:45	287 m3/h
04/12/2024 00:00	298 m3/h
04/12/2024 00:15	297 m3/h
04/12/2024 00:30	279 m3/h
04/12/2024 00:45	285 m3/h
04/12/2024 01:00	288 m3/h
04/12/2024 01:15	291 m3/h
04/12/2024 01:30	296 m3/h
04/12/2024 01:45	303 m3/h
04/12/2024 02:00	309 m3/h
04/12/2024 02:15	314 m3/h
04/12/2024 02:30	317 m3/h
04/12/2024 02:45	318 m3/h
04/12/2024 03:00	319 m3/h
04/12/2024 03:15	324 m3/h
04/12/2024 03:30	286 m3/h
04/12/2024 03:45	292 m3/h
04/12/2024 04:00	291 m3/h
04/12/2024 04:15	294 m3/h
04/12/2024 04:30	293 m3/h
04/12/2024 04:45	295 m3/h
04/12/2024 05:00	299 m3/h
04/12/2024 05:15	265 m3/h
04/12/2024 05:30	257 m3/h
04/12/2024 05:45	242 m3/h
04/12/2024 06:00	237 m3/h
04/12/2024 06:15	222 m3/h
04/12/2024 06:30	283 m3/h
04/12/2024 06:45	254 m3/h
04/12/2024 07:00	253 m3/h
04/12/2024 07:15	286 m3/h
04/12/2024 07:30	271 m3/h
04/12/2024 07:45	297 m3/h
04/12/2024 08:00	296 m3/h
04/12/2024 08:15	275 m3/h
04/12/2024 08:30	290 m3/h
04/12/2024 08:45	294 m3/h
04/12/2024 09:00	299 m3/h
04/12/2024 09:15	278 m3/h
04/12/2024 09:30	248 m3/h
04/12/2024 09:45	292 m3/h
04/12/2024 10:00	317 m3/h
04/12/2024 10:15	326 m3/h
04/12/2024 10:30	307 m3/h
04/12/2024 10:45	321 m3/h
04/12/2024 11:00	313 m3/h
04/12/2024 11:15	312 m3/h
04/12/2024 11:30	322 m3/h
04/12/2024 11:45	303 m3/h
04/12/2024 12:00	321 m3/h
04/12/2024 12:15	313 m3/h
04/12/2024 12:30	307 m3/h
04/12/2024 12:45	298 m3/h
04/12/2024 13:00	308 m3/h
04/12/2024 13:15	300 m3/h
04/12/2024 13:30	306 m3/h
04/12/2024 13:45	289 m3/h
04/12/2024 14:00	327 m3/h
04/12/2024 14:15	292 m3/h
04/12/2024 14:30	296 m3/h
04/12/2024 14:45	293 m3/h
04/12/2024 15:00	299 m3/h
04/12/2024 15:15	281 m3/h
04/12/2024 15:30	266 m3/h
04/12/2024 15:45	254 m3/h
04/12/2024 16:00	269 m3/h
04/12/2024 16:15	265 m3/h
04/12/2024 16:30	264 m3/h
04/12/2024 16:45	262 m3/h
04/12/2024 17:00	266 m3/h
04/12/2024 17:15	254 m3/h
04/12/2024 17:30	259 m3/h
04/12/2024 17:45	250 m3/h
04/12/2024 18:00	221 m3/h
04/12/2024 18:15	227 m3/h
04/12/2024 18:30	221 m3/h
04/12/2024 18:45	246 m3/h
04/12/2024 19:00	262 m3/h
04/12/2024 19:15	261 m3/h
04/12/2024 19:30	280 m3/h
04/12/2024 19:45	286 m3/h
04/12/2024 20:00	297 m3/h
04/12/2024 20:15	307 m3/h
04/12/2024 20:30	326 m3/h
04/12/2024 20:45	314 m3/h
04/12/2024 21:00	307 m3/h
04/12/2024 21:15	305 m3/h
04/12/2024 21:30	308 m3/h
04/12/2024 21:45	316 m3/h
04/12/2024 22:00	320 m3/h
04/12/2024 22:15	315 m3/h
04/12/2024 22:30	321 m3/h
04/12/2024 22:45	332 m3/h
04/12/2024 23:00	333 m3/h
04/12/2024 23:15	336 m3/h
04/12/2024 23:30	331 m3/h
04/12/2024 23:45	334 m3/h
05/12/2024 00:00	334 m3/h
05/12/2024 00:15	327 m3/h
05/12/2024 00:30	320 m3/h
05/12/2024 00:45	303 m3/h
05/12/2024 01:00	303 m3/h
05/12/2024 01:15	295 m3/h
05/12/2024 01:30	292 m3/h
05/12/2024 01:45	286 m3/h
05/12/2024 02:00	275 m3/h
05/12/2024 02:15	263 m3/h
05/12/2024 02:30	252 m3/h
05/12/2024 02:45	237 m3/h
05/12/2024 03:00	237 m3/h
05/12/2024 03:15	235 m3/h
05/12/2024 03:30	237 m3/h
05/12/2024 03:45	239 m3/h
05/12/2024 04:00	240 m3/h
05/12/2024 04:15	252 m3/h
05/12/2024 04:30	257 m3/h
05/12/2024 04:45	264 m3/h
05/12/2024 05:00	275 m3/h
05/12/2024 05:15	286 m3/h
05/12/2024 05:30	316 m3/h
05/12/2024 05:45	331 m3/h
05/12/2024 06:00	353 m3/h
05/12/2024 06:15	360 m3/h
05/12/2024 06:30	359 m3/h
05/12/2024 06:45	359 m3/h
05/12/2024 07:00	359 m3/h
05/12/2024 07:15	360 m3/h
05/12/2024 07:30	359 m3/h
05/12/2024 07:45	360 m3/h
05/12/2024 08:00	359 m3/h
05/12/2024 08:15	360 m3/h
05/12/2024 08:30	360 m3/h
