Time;Temperatura Bruto;Vaz�o Biogas;PH Acidificado;BRUTO
07/12/2024 03:30;32.3 °C;238 m3/h;6.68;6.10
07/12/2024 03:45;31.9 °C;241 m3/h;6.73;6.29
07/12/2024 04:00;31.2 °C;250 m3/h;6.69;6.36
07/12/2024 04:15;30.5 °C;255 m3/h;6.68;6.53
07/12/2024 04:30;30.0 °C;262 m3/h;6.68;6.45
07/12/2024 04:45;29.4 °C;271 m3/h;6.70;6.13
07/12/2024 05:00;29.4 °C;282 m3/h;6.66;5.91
07/12/2024 05:15;29.8 °C;293 m3/h;6.86;5.87
07/12/2024 05:30;31.0 °C;291 m3/h;6.72;5.50
07/12/2024 05:45;31.3 °C;294 m3/h;6.68;5.76
07/12/2024 06:00;31.9 °C;292 m3/h;6.74;5.70
07/12/2024 06:15;32.8 °C;294 m3/h;6.72;5.82
07/12/2024 06:30;34.4 °C;327 m3/h;6.87;6.49
07/12/2024 06:45;35.1 °C;340 m3/h;6.67;7.25
07/12/2024 07:00;35.8 °C;331 m3/h;6.67;7.86
07/12/2024 07:15;37.8 °C;335 m3/h;6.71;8.19
07/12/2024 07:30;38.4 °C;357 m3/h;6.70;9.85
07/12/2024 07:45;36.9 °C;357 m3/h;6.69;9.88
07/12/2024 08:00;36.5 °C;359 m3/h;6.74;9.96
07/12/2024 08:15;36.1 °C;359 m3/h;6.72;9.44
07/12/2024 08:30;34.9 °C;353 m3/h;6.86;8.30
07/12/2024 08:45;31.9 °C;358 m3/h;6.69;7.54
07/12/2024 09:00;32.6 °C;355 m3/h;6.74;6.96
07/12/2024 09:15;33.0 °C;351 m3/h;6.71;6.72
07/12/2024 09:30;33.9 °C;336 m3/h;6.87;6.40
07/12/2024 09:45;35.4 °C;332 m3/h;6.68;6.02
07/12/2024 10:00;36.3 °C;347 m3/h;6.88;5.60
07/12/2024 10:15;35.0 °C;332 m3/h;6.71;5.71
07/12/2024 10:30;34.8 °C;339 m3/h;6.71;5.71
07/12/2024 10:45;33.9 °C;333 m3/h;6.71;5.78
07/12/2024 11:00;33.7 °C;306 m3/h;6.73;5.73
07/12/2024 11:15;33.9 °C;296 m3/h;6.74;5.71
07/12/2024 11:30;33.8 °C;301 m3/h;6.74;5.85
07/12/2024 11:45;33.7 °C;321 m3/h;6.71;5.95
07/12/2024 12:00;34.4 °C;320 m3/h;6.87;5.83
07/12/2024 12:15;34.8 °C;280 m3/h;6.69;5.80
07/12/2024 12:30;34.6 °C;314 m3/h;6.72;5.32
07/12/2024 12:45;35.3 °C;303 m3/h;6.72;4.68
07/12/2024 13:00;35.7 °C;277 m3/h;6.71;5.57
07/12/2024 13:15;37.3 °C;267 m3/h;6.74;5.68
07/12/2024 13:30;38.5 °C;246 m3/h;6.75;5.69
07/12/2024 13:45;37.7 °C;235 m3/h;6.78;5.46
07/12/2024 14:00;37.0 °C;236 m3/h;6.75;6.61
07/12/2024 14:15;36.7 °C;221 m3/h;6.74;6.62
07/12/2024 14:30;36.7 °C;252 m3/h;6.74;6.17
07/12/2024 14:45;36.7 °C;252 m3/h;6.77;6.52
07/12/2024 15:00;35.8 °C;188 m3/h;6.77;6.80
07/12/2024 15:15;35.6 °C;175 m3/h;6.78;7.01
07/12/2024 15:30;36.2 °C;174 m3/h;6.78;6.77
07/12/2024 15:45;36.5 °C;163 m3/h;6.77;6.36
07/12/2024 16:00;36.0 °C;146 m3/h;6.78;6.66
07/12/2024 16:15;34.6 °C;165 m3/h;6.92;6.63
07/12/2024 16:30;33.8 °C;175 m3/h;6.72;6.44
07/12/2024 16:45;33.1 °C;213 m3/h;6.68;6.35
07/12/2024 17:00;33.2 °C;229 m3/h;6.74;6.46
07/12/2024 17:15;32.9 °C;248 m3/h;6.74;6.28
07/12/2024 17:30;32.6 °C;253 m3/h;6.71;5.91
07/12/2024 17:45;32.3 °C;265 m3/h;6.72;5.83
07/12/2024 18:00;32.0 °C;250 m3/h;6.69;5.83
07/12/2024 18:15;31.4 °C;244 m3/h;6.74;5.90
07/12/2024 18:30;31.4 °C;230 m3/h;6.71;5.87
07/12/2024 18:45;31.9 °C;215 m3/h;6.67;5.84
07/12/2024 19:00;30.2 °C;212 m3/h;6.72;5.88
07/12/2024 19:15;29.2 °C;236 m3/h;6.70;5.64
07/12/2024 19:30;28.6 °C;220 m3/h;6.66;6.03
07/12/2024 19:45;29.3 °C;251 m3/h;6.68;6.29
07/12/2024 20:00;29.0 °C;230 m3/h;6.71;6.00
07/12/2024 20:15;28.2 °C;231 m3/h;6.68;6.87
07/12/2024 20:30;27.8 °C;220 m3/h;6.72;7.30
07/12/2024 20:45;27.4 °C;217 m3/h;6.68;6.68
07/12/2024 21:00;27.8 °C;236 m3/h;6.71;6.69
07/12/2024 21:15;27.8 °C;241 m3/h;6.75;6.54
07/12/2024 21:30;28.7 °C;226 m3/h;6.73;6.56
07/12/2024 21:45;30.1 °C;221 m3/h;6.69;6.54
07/12/2024 22:00;30.6 °C;227 m3/h;6.73;6.51
07/12/2024 22:15;32.1 °C;234 m3/h;6.75;6.15
07/12/2024 22:30;33.3 °C;237 m3/h;6.74;6.56
07/12/2024 22:45;33.5 °C;228 m3/h;6.73;6.75
07/12/2024 23:00;35.0 °C;218 m3/h;6.73;6.69
07/12/2024 23:15;34.6 °C;227 m3/h;6.71;7.36
07/12/2024 23:30;33.9 °C;228 m3/h;6.71;7.39
07/12/2024 23:45;34.8 °C;231 m3/h;6.67;7.07
08/12/2024 00:00;37.7 °C;246 m3/h;6.72;6.40
08/12/2024 00:15;37.6 °C;266 m3/h;6.68;6.06
08/12/2024 00:30;40.3 °C;277 m3/h;6.67;6.41
08/12/2024 00:45;38.7 °C;285 m3/h;6.70;7.01
08/12/2024 01:00;37.3 °C;292 m3/h;6.69;7.07
08/12/2024 01:15;36.6 °C;302 m3/h;6.68;7.33
08/12/2024 01:30;33.8 °C;290 m3/h;6.71;7.30
08/12/2024 01:45;31.5 °C;289 m3/h;6.69;6.67
08/12/2024 02:00;30.7 °C;289 m3/h;6.68;6.38
08/12/2024 02:15;29.6 °C;288 m3/h;6.91;5.56
08/12/2024 02:30;29.4 °C;295 m3/h;6.87;5.77
08/12/2024 02:45;29.4 °C;287 m3/h;6.68;6.12
08/12/2024 03:00;30.8 °C;295 m3/h;6.71;6.00
08/12/2024 03:15;31.7 °C;289 m3/h;6.73;6.10
08/12/2024 03:30;32.3 °C;258 m3/h;6.69;4.91
08/12/2024 03:45;32.5 °C;253 m3/h;6.69;5.12
08/12/2024 04:00;32.6 °C;243 m3/h;6.74;5.83
08/12/2024 04:15;32.1 °C;231 m3/h;6.75;5.74
08/12/2024 04:30;32.7 °C;209 m3/h;6.75;5.49
08/12/2024 04:45;32.6 °C;193 m3/h;6.78;5.72
08/12/2024 05:00;32.6 °C;172 m3/h;6.94;5.65
08/12/2024 05:15;32.6 °C;180 m3/h;6.77;5.66
08/12/2024 05:30;32.9 °C;167 m3/h;6.96;5.77
08/12/2024 05:45;33.1 °C;176 m3/h;6.76;5.70
08/12/2024 06:00;34.0 °C;187 m3/h;6.74;5.24
08/12/2024 06:15;34.5 °C;197 m3/h;6.72;5.61
08/12/2024 06:30;34.8 °C;218 m3/h;6.72;5.81
08/12/2024 06:45;35.1 °C;251 m3/h;6.89;2.76
08/12/2024 07:00;35.2 °C;221 m3/h;6.76;2.66
08/12/2024 07:15;35.7 °C;232 m3/h;6.74;3.79
08/12/2024 07:30;35.5 °C;240 m3/h;6.75;4.85
08/12/2024 07:45;35.3 °C;274 m3/h;6.75;5.87
08/12/2024 08:00;34.4 °C;296 m3/h;6.72;5.71
08/12/2024 08:15;34.2 °C;245 m3/h;6.72;5.66
08/12/2024 08:30;34.0 °C;278 m3/h;6.72;5.71
08/12/2024 08:45;34.1 °C;236 m3/h;6.70;5.81
08/12/2024 09:00;34.1 °C;231 m3/h;6.72;6.11
08/12/2024 09:15;34.9 °C;227 m3/h;6.75;6.55
08/12/2024 09:30;35.7 °C;225 m3/h;6.96;6.66
08/12/2024 09:45;36.3 °C;193 m3/h;6.79;6.73
08/12/2024 10:00;36.3 °C;205 m3/h;6.81;6.80
08/12/2024 10:15;32.4 °C;180 m3/h;6.80;6.86
08/12/2024 10:30;32.8 °C;157 m3/h;6.82;6.76
08/12/2024 10:45;31.8 °C;139 m3/h;6.84;6.80
08/12/2024 11:00;32.2 °C;172 m3/h;6.86;6.91
08/12/2024 11:15;33.2 °C;109 m3/h;6.85;9.55
08/12/2024 11:30;32.5 °C;183 m3/h;6.86;11.2
08/12/2024 11:45;32.5 °C;174 m3/h;6.81;10.7
08/12/2024 12:00;33.0 °C;174 m3/h;6.78;10.6
08/12/2024 12:15;33.6 °C;196 m3/h;6.76;10.8
08/12/2024 12:30;33.1 °C;201 m3/h;6.74;10.9
08/12/2024 12:45;32.4 °C;213 m3/h;6.72;10.9
08/12/2024 13:00;32.4 °C;227 m3/h;6.71;10.8
08/12/2024 13:15;32.2 °C;200 m3/h;6.70;11.0
08/12/2024 13:30;31.9 °C;207 m3/h;6.74;11.1
08/12/2024 13:45;31.5 °C;189 m3/h;6.74;10.9
08/12/2024 14:00;31.6 °C;208 m3/h;6.72;10.8
08/12/2024 14:15;32.1 °C;230 m3/h;6.73;10.6
08/12/2024 14:30;33.0 °C;188 m3/h;6.71;10.2
08/12/2024 14:45;32.4 °C;236 m3/h;6.74;9.62
08/12/2024 15:00;31.6 °C;243 m3/h;6.72;9.22
08/12/2024 15:15;32.1 °C;231 m3/h;6.70;9.13
08/12/2024 15:30;33.1 °C;223 m3/h;6.71;7.27
08/12/2024 15:45;33.4 °C;205 m3/h;6.72;6.97
08/12/2024 16:00;34.9 °C;230 m3/h;6.71;6.86
08/12/2024 16:15;34.2 °C;252 m3/h;6.74;6.96
08/12/2024 16:30;33.8 °C;262 m3/h;6.70;6.74
08/12/2024 16:45;33.3 °C;260 m3/h;6.72;6.64
08/12/2024 17:00;33.1 °C;261 m3/h;6.74;6.54
08/12/2024 17:15;33.1 °C;240 m3/h;6.73;6.43
08/12/2024 17:30;33.3 °C;239 m3/h;6.75;6.41
08/12/2024 17:45;32.4 °C;210 m3/h;6.72;6.61
08/12/2024 18:00;32.0 °C;214 m3/h;6.67;6.70
08/12/2024 18:15;31.8 °C;196 m3/h;6.71;7.08
08/12/2024 18:30;32.8 °C;207 m3/h;6.67;8.39
08/12/2024 18:45;34.7 °C;228 m3/h;6.65;9.12
08/12/2024 19:00;37.0 °C;262 m3/h;6.66;8.30
08/12/2024 19:15;36.4 °C;268 m3/h;6.68;7.01
08/12/2024 19:30;34.2 °C;273 m3/h;6.67;6.35
08/12/2024 19:45;34.1 °C;292 m3/h;6.66;6.12
08/12/2024 20:00;34.5 °C;310 m3/h;6.65;6.17
08/12/2024 20:15;38.4 °C;332 m3/h;6.62;6.19
08/12/2024 20:30;43.1 °C;336 m3/h;6.61;6.38
08/12/2024 20:45;44.7 °C;339 m3/h;6.58;9.07
08/12/2024 21:00;42.9 °C;355 m3/h;6.54;8.65
08/12/2024 21:15;40.5 °C;358 m3/h;6.53;7.13
08/12/2024 21:30;39.5 °C;359 m3/h;6.52;6.60
08/12/2024 21:45;38.9 °C;359 m3/h;6.50;6.64
08/12/2024 22:00;36.6 °C;358 m3/h;6.50;6.58
08/12/2024 22:15;34.2 °C;357 m3/h;6.46;6.30
08/12/2024 22:30;33.2 °C;358 m3/h;6.45;4.38
08/12/2024 22:45;32.3 °C;359 m3/h;6.44;4.23
08/12/2024 23:00;32.2 °C;358 m3/h;6.42;4.77
08/12/2024 23:15;33.7 °C;358 m3/h;6.41;4.97
08/12/2024 23:30;33.2 °C;359 m3/h;6.42;5.41
08/12/2024 23:45;32.4 °C;358 m3/h;6.55;5.74
